is_phone_number_verified,is_email_verified,is_reseller_flag,email_category_gmail,email_category_hotmail,email_category_icloud,email_category_live,email_category_others,email_category_outlook,email_category_rocketmail,email_category_yahoo,email_category_ymail,first_transaction_category_c,first_transaction_category_e,first_transaction_category_f,first_transaction_category_h,first_transaction_category_t,day_to_first_transaction,order_count,order_count_with_promo,price_amount,promo_amount,category_f_order_count,category_f_order_count_with_promo,category_f_price_amount,category_f_promo_amount,similar_name_count,similar_email_count,similar_phone_number_count,similar_device_count,similar_birth_date_count,label
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0193103448275862,0.0013440860215053,0.0,0.0008935432610526,0.0,0.0002336721579623,0.0,0.0001878245891232,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0007906388361796,0.0,0.0004703558264858,0.0,0.0005841803949059,0.0,0.0003149948333193,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0593103448275862,0.0037160025300442,0.0344827586206896,0.0059491153074722,0.0336602302696352,0.0044397710012851,0.0588235294117647,0.0061936774303924,0.0336602302696352,0.0017391304347826,0.0,0.0,0.0,0.1111111111111111,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3103448275862068,0.0,0.0,2.74265477439571e-05,0.0,0.0001168360789811,0.0,3.0840098792887577e-05,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0634482758620689,0.0002371916508538,0.0344827586206896,0.0002712163682896,0.0336602302696352,0.0002336721579623,0.0588235294117647,0.0001280693814696,0.0336602302696352,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027586206896551,7.906388361796332e-05,0.0,6.869833810426743e-05,0.0,0.0001168360789811,0.0,6.966765413506276e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0289655172413793,0.0007906388361796,0.0,0.0007684539984938,0.0,0.0011683607898118,0.0,0.0008424185898093,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0002371916508538,0.0,0.0001628092661579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0413793103448275,0.0126502213788741,0.0,0.0179319215349122,0.0,0.0182264283210655,0.0,0.019994444148344,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0
1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7986206896551723,0.0,0.0,5.839330050005259e-05,0.0,0.0001168360789811,0.0,6.566102205339265e-05,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027586206896551,0.0005534471853257,0.0344827586206896,0.0004750589630245,0.0336602302696352,0.0004673443159247,0.0588235294117647,0.0004291735246012,0.0336602302696352,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2593103448275862,0.0026091081593927,0.0689655172413793,0.00202057321561,0.0673204605392705,0.0014020329477742,0.0588235294117647,0.0012982793809882,0.0336602302696352,0.0156521739130434,0.0,0.0,0.0,0.0444444444444444,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2841379310344827,0.0003162555344718,0.0,0.001276820954555,0.0,0.0004673443159247,0.0,0.0013931982370169,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0003953194180898,0.0344827586206896,0.0002324794679979,0.0100980690808905,0.0007010164738871,0.0588235294117647,0.0002614142263658,0.0100980690808905,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1710344827586206,0.0004743833017077,0.0,0.0005684582352797,0.0,0.0005841803949059,0.0,0.0004640402563767,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.906388361796332e-05,0.0344827586206896,5.856830253063642e-05,0.0100095426752814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0001581277672359,0.0,0.0001629297593592,0.0,0.0002336721579623,0.0,0.0001646590295592,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2344827586206896,0.0004743833017077,0.0,0.0006471289349969,0.0,0.0001168360789811,0.0,5.316110418700344e-05,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0124137931034482,0.0003953194180898,0.0,0.0001541624445156,0.0,0.0,0.0,0.0,0.0,0.0017391304347826,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.073103448275862,0.0007115749525616,0.0344827586206896,0.0004545864221988,0.0168301151348176,0.0007010164738871,0.0588235294117647,0.0003663197257664,0.0168301151348176,0.0,0.0,0.0,0.0357142857142857,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0606896551724137,7.906388361796332e-05,0.0,3.953324559746118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4662068965517241,0.0,0.0,5.0951353493904105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2151724137931034,0.0001581277672359,0.0,0.000244779069729,0.0,0.0003505082369435,0.0,0.0002752446557747,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.906388361796332e-05,0.0,5.26440534625118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0004743833017077,0.0,0.0009343100213153,0.0,0.0008178525528683,0.0,0.0010505957085648,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4689655172413792,0.002055660974067,0.0,0.000989384699612,0.0,0.0010515247108307,0.0,0.0005754323705313,0.0,0.0017391304347826,0.0,0.0,0.0,0.2,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0193103448275862,0.0009487666034155,0.0344827586206896,0.0012764470239867,0.0336265700393656,0.001285196868793,0.0588235294117647,0.0014029593218419,0.0336265700393656,0.0,0.0,0.0,0.0,0.0222222222222222,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.695124842491291e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0124130297280202,0.0,0.0129368217201067,0.0,0.0144876737936674,0.0,0.0120610206780032,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0082758620689655,0.0005534471853257,0.0689655172413793,0.0003545041953508,0.0413657301829601,0.0003505082369435,0.1176470588235294,0.0002644402981516,0.0413657301829601,0.0,0.0,0.0,0.0,0.0,1
1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1668965517241379,0.0,0.0,0.0002582628327412,0.0,0.0001168360789811,0.0,0.0002904066290306,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027586206896551,0.0087760910815939,0.0,0.0084559500833059,0.0,0.0127351326089496,0.0,0.0094220495540546,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0082758620689655,0.0002371916508538,0.0344827586206896,0.0002402784765241,0.0336602302696352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006325110689437,0.0,0.0094573742325403,0.0,0.0094637223974763,0.0,0.0106344538283027,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0193103448275862,0.0031625553447185,0.0344827586206896,0.0042615320539725,0.0234581510772115,0.0011683607898118,0.0,0.0021914709028991,0.0,0.0034782608695652,0.0,0.0,0.0,0.0,1
1,0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0248275862068965,0.0043485135989879,0.0,0.0050793851666378,0.0,0.0065428204229466,0.0,0.0057115733926357,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2468965517241379,0.0,0.0,0.0001946252090951,0.0,0.0001168360789811,0.0,0.0002188485671662,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0096551724137931,0.0001581277672359,0.0,0.0001675471162141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0039531941808981,0.0,0.0012290255962874,0.0,0.0001168360789811,0.0,5.268624408843513e-05,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0344827586206896,5.365447502270235e-05,0.0082151157996071,0.0001168360789811,0.0588235294117647,6.033239494187678e-05,0.0082151157996071,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4344428736379229e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0010278304870335,0.0,0.0010210679951986,0.0,0.0016357051057366,0.0,0.0011481517156355,0.0,0.0,0.0,0.0,0.0,0.1777777777777777,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.610767253374086e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6772413793103448,0.0040322580645161,0.0,0.0042532566723041,0.0,0.0040892627643416,0.0,0.0039521070450804,0.0,0.0,0.0,0.0,0.0,0.0222222222222222,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.906388361796332e-05,0.0,4.28293084325064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0003953194180898,0.0,0.0003660664360672,0.0,0.0001168360789811,0.0,0.0002540243451199,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0344827586206896,7.906388361796332e-05,0.0689655172413793,0.0001004632148752,0.0354395100416881,0.0002336721579623,0.1176470588235294,0.0001129670238022,0.0354395100416881,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.906388361796332e-05,0.0,2.3639618557552986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0004743833017077,0.0344827586206896,0.0007493926273372,0.0336602302696352,0.0007010164738871,0.0588235294117647,0.0008346621114058,0.0336602302696352,0.0,0.0,0.0,0.0,0.0,1
1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0027586206896551,0.0008697027197975,0.0,0.0008996653570312,0.0,0.0014020329477742,0.0,0.0010116391151523,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0006325110689437,0.0344827586206896,0.0003108740161748,0.0071039915984065,0.0001168360789811,0.0,0.0001044150256955,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0003162555344718,0.0,0.0002108229380243,0.0,0.0003505082369435,0.0,0.0001896407999622,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0868965517241379,0.0002371916508538,0.0,0.0002575542179616,0.0,0.0001168360789811,0.0,0.0001204570385906,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0496551724137931,0.0006325110689437,0.0,0.0003404896884753,0.0,0.0003505082369435,0.0,0.0003660926187628,0.0,0.0017391304347826,0.0,0.0,0.0,0.0,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0007906388361796,0.0,0.0001985021639163,0.0,0.0001168360789811,0.0,2.649796772853332e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0910344827586206,0.0002371916508538,0.0,0.0005479397349043,0.0,0.0003505082369435,0.0,0.000603440083682,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0068965517241379,0.0003162555344718,0.0,0.0001004626410981,0.0,0.0001168360789811,0.0,4.528591075884474e-05,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0096551724137931,0.0003162555344718,0.0,0.0003022658023329,0.0,0.0003505082369435,0.0,0.0002589148879829,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.001976597090449,0.0,0.0020348381188334,0.0,0.0022198855006425,0.0,0.0019004597950283,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3048275862068965,0.0001581277672359,0.0,0.0001941374985181,0.0,0.0002336721579623,0.0,0.0001802984436751,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0124137931034482,0.0007115749525616,0.0344827586206896,0.0011677734597468,0.0100980690808905,0.0011683607898118,0.0588235294117647,0.0013131163718641,0.0100980690808905,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0003953194180898,0.0,0.0003757092774632,0.0,0.0002336721579623,0.0,8.729425453300605e-05,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0
0,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7806896551724137,0.0,0.0,2.000531409290394e-05,0.0,0.0,0.0,0.0,0.0,0.0208695652173913,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.44886852572737e-05,0.0,0.0001168360789811,0.0,9.500427923122794e-05,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.906388361796332e-05,0.0344827586206896,0.0002094286595511,0.0551590193428513,0.0002336721579623,0.0588235294117647,0.0002354944782302,0.0551590193428513,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6041379310344828,0.004190385831752,0.0,0.0044774500757063,0.0,0.0044397710012851,0.0,0.0040531919207776,0.0,0.0104347826086956,0.0416666666666666,0.0,0.0,0.0666666666666666,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0689655172413793,0.0005534471853257,0.0344827586206896,0.000815322181659,0.0174290989324657,0.0001168360789811,0.0,0.0006029949023395,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0041379310344827,0.0005534471853257,0.0,0.0002196883687605,0.0,0.0008178525528683,0.0,0.0002315465584705,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2179310344827586,0.0001581277672359,0.0,0.0002179836768495,0.0,0.0003505082369435,0.0,0.0002451142663683,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0013793103448275,0.0007906388361796,0.0344827586206896,0.001268222387571,0.0231703561084061,0.0002336721579623,0.0,0.0007166516346273,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0372413793103448,7.906388361796332e-05,0.0344827586206896,0.0002555947689962,0.0336602302696352,0.0001168360789811,0.0588235294117647,0.0002462756090006,0.0336602302696352,0.0,0.0,0.0,0.0,0.0222222222222222,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0014231499051233,0.0,0.0017437454215541,0.0,0.0016357051057366,0.0,0.0018033334847316,0.0,0.0,0.0416666666666666,0.0,0.0,0.0444444444444444,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.906388361796332e-05,0.0,0.0001533534187348,0.0,0.0002336721579623,0.0,0.0001724400251961,0.0,0.0,0.0,0.0,0.0,0.0,1
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.409655172413793,0.0009487666034155,0.0,0.0005344347421376,0.0,0.0005841803949059,0.0,0.0002828295135448,0.0,0.0017391304347826,0.0,0.0,0.0,0.0,0
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0059297912713472,0.0,0.0031874920348665,0.0,0.0007010164738871,0.0,0.0009268279402054,0.0,0.0069565217391304,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0004743833017077,0.0,0.0001165449260647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3972413793103448,0.0003162555344718,0.0,0.0001540706401717,0.0,0.0004673443159247,0.0,0.0001605233594073,0.0,0.0,0.0,0.0,0.0,0.0,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0013793103448275,0.0001581277672359,0.0344827586206896,9.135105996475752e-05,0.0277696899724491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0277514231499051,0.0,0.0485401517047684,0.0,0.0406589554854539,0.0,0.0545076606457382,0.0,0.0,1.0,0.0,0.0,0.0,1
1,0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5944827586206896,0.0,0.0,0.0007533579216916,0.0,0.0001168360789811,0.0,0.0008471220274704,0.0,0.0034782608695652,0.0,0.0,0.0,0.0,0
1,1,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0007906388361796,0.0344827586206896,0.0003992106157277,0.0282988287922877,0.0004673443159247,0.0588235294117647,0.0003227029224464,0.0282988287922877,0.0,0.0,0.0,0.0,0.0222222222222222,1
