order_count_with_promo,price_amount,promo_amount,category_f_order_count_with_promo,category_f_promo_amount,similar_device_count,similar_email_count,label
0.0,4.871941776023843e-05,0.0,0.0,0.0,0.0,0.0,0
0.0,2.5819971725482623e-06,0.0,0.0,0.0,0.0,0.0,0
0.1034482758620689,0.0048190382728705,0.0518177365851359,0.0,0.0,0.0,0.0,1
0.0,9.297484929771565e-05,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0018372951381778,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0078932993334444,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0001519726142705,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0003847349067796,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0004783182467443,0.0336602302696352,0.0588235294117647,0.0336602302696352,0.0,0.0,1
0.0,0.0004126115826973,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0008935432610526,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0004703558264858,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0059491153074722,0.0336602302696352,0.0588235294117647,0.0336602302696352,0.0,0.0,1
0.0,2.74265477439571e-05,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0002712163682896,0.0336602302696352,0.0588235294117647,0.0336602302696352,0.0,0.0,1
0.0,6.869833810426743e-05,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0007684539984938,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0001628092661579,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0179319215349122,0.0,0.0,0.0,0.0357142857142857,0.0,0
0.0,5.839330050005259e-05,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0004750589630245,0.0336602302696352,0.0588235294117647,0.0336602302696352,0.0,0.0,1
0.0689655172413793,0.00202057321561,0.0673204605392705,0.0588235294117647,0.0336602302696352,0.0,0.0,0
0.0,0.001276820954555,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0002324794679979,0.0100980690808905,0.0588235294117647,0.0100980690808905,0.0,0.0,1
0.0,0.0005684582352797,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,5.856830253063642e-05,0.0100095426752814,0.0,0.0,0.0,0.0,1
0.0,0.0001629297593592,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0006471289349969,0.0,0.0,0.0,0.0,0.0416666666666666,1
0.0,0.0001541624445156,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0004545864221988,0.0168301151348176,0.0588235294117647,0.0168301151348176,0.0357142857142857,0.0,1
0.0,3.953324559746118e-05,0.0,0.0,0.0,0.0,0.0,0
0.0,5.0951353493904105e-05,0.0,0.0,0.0,0.0,0.0,0
0.0,0.000244779069729,0.0,0.0,0.0,0.0,0.0,0
0.0,5.26440534625118e-05,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0009343100213153,0.0,0.0,0.0,0.0,0.0,0
0.0,0.000989384699612,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0012764470239867,0.0336265700393656,0.0588235294117647,0.0336265700393656,0.0,0.0,1
0.0,3.695124842491291e-05,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0129368217201067,0.0,0.0,0.0,0.0,0.0,0
0.0689655172413793,0.0003545041953508,0.0413657301829601,0.1176470588235294,0.0413657301829601,0.0,0.0,1
0.0,0.0002582628327412,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0084559500833059,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0002402784765241,0.0336602302696352,0.0,0.0,0.0,0.0,1
0.0,0.0094573742325403,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0042615320539725,0.0234581510772115,0.0,0.0,0.0,0.0,1
0.0,0.0050793851666378,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0001946252090951,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0001675471162141,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0012290255962874,0.0,0.0,0.0,0.0,0.0416666666666666,0
0.0344827586206896,5.365447502270235e-05,0.0082151157996071,0.0588235294117647,0.0082151157996071,0.0,0.0,1
0.0,1.4344428736379229e-05,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0010210679951986,0.0,0.0,0.0,0.0,0.0,0
0.0,9.610767253374086e-06,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0042532566723041,0.0,0.0,0.0,0.0,0.0,1
0.0,4.28293084325064e-05,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0003660664360672,0.0,0.0,0.0,0.0,0.0,1
0.0689655172413793,0.0001004632148752,0.0354395100416881,0.1176470588235294,0.0354395100416881,0.0,0.0,1
0.0,2.3639618557552986e-05,0.0,0.0,0.0,0.0,0.0,0
0.0344827586206896,0.0007493926273372,0.0336602302696352,0.0588235294117647,0.0336602302696352,0.0,0.0,1
0.0,0.0008996653570312,0.0,0.0,0.0,0.0,0.0,0
0.0344827586206896,0.0003108740161748,0.0071039915984065,0.0,0.0,0.0,0.0,1
0.0,0.0002108229380243,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0002575542179616,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0003404896884753,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0001985021639163,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0005479397349043,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0001004626410981,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0003022658023329,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0020348381188334,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0001941374985181,0.0,0.0,0.0,0.0,0.0,0
0.0344827586206896,0.0011677734597468,0.0100980690808905,0.0588235294117647,0.0100980690808905,0.0,0.0,1
0.0,0.0003757092774632,0.0,0.0,0.0,0.0,0.0,0
0.0,2.000531409290394e-05,0.0,0.0,0.0,0.0,0.0,0
0.0,8.44886852572737e-05,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0002094286595511,0.0551590193428513,0.0588235294117647,0.0551590193428513,0.0,0.0,1
0.0,0.0044774500757063,0.0,0.0,0.0,0.0,0.0416666666666666,0
0.0344827586206896,0.000815322181659,0.0174290989324657,0.0,0.0,0.0,0.0,1
0.0,0.0002196883687605,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0002179836768495,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.001268222387571,0.0231703561084061,0.0,0.0,0.0,0.0,1
0.0344827586206896,0.0002555947689962,0.0336602302696352,0.0588235294117647,0.0336602302696352,0.0,0.0,1
0.0,0.0017437454215541,0.0,0.0,0.0,0.0,0.0416666666666666,1
0.0,0.0001533534187348,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0005344347421376,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0031874920348665,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0001165449260647,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0001540706401717,0.0,0.0,0.0,0.0,0.0,0
0.0344827586206896,9.135105996475752e-05,0.0277696899724491,0.0,0.0,0.0,0.0,1
0.0,0.0485401517047684,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0007533579216916,0.0,0.0,0.0,0.0,0.0,0
0.0344827586206896,0.0003992106157277,0.0282988287922877,0.0588235294117647,0.0282988287922877,0.0,0.0,1
0.0344827586206896,0.0007250845936305,0.0336602302696352,0.0588235294117647,0.0336602302696352,0.0,0.0,1
0.0,0.000326433295868,0.0,0.0,0.0,0.0,0.0,0
0.0344827586206896,0.0008666508510064,0.0239070102478571,0.0,0.0,0.0,0.0,1
0.0,0.0001419237779177,0.0,0.0,0.0,0.0,0.0,1
0.0344827586206896,4.517422088689978e-05,0.0128263990453958,0.0,0.0,0.0,0.0,0
0.0,0.0001490558278854,0.0,0.0,0.0,0.0,0.0,1
0.0,1.2623097288013728e-05,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0009595648225485,0.0,0.0,0.0,0.0,0.0,1
